timestamp,AF3_theta,AF3_alpha,AF3_low_beta,AF3_high_beta,AF3_gamma,F7_theta,F7_alpha,F7_low_beta,F7_high_beta,F7_gamma,F3_theta,F3_alpha,F3_low_beta,F3_high_beta,F3_gamma,FC5_theta,FC5_alpha,FC5_low_beta,FC5_high_beta,FC5_gamma,T7_theta,T7_alpha,T7_low_beta,T7_high_beta,T7_gamma,P7_theta,P7_alpha,P7_low_beta,P7_high_beta,P7_gamma,O1_theta,O1_alpha,O1_low_beta,O1_high_beta,O1_gamma,O2_theta,O2_alpha,O2_low_beta,O2_high_beta,O2_gamma,P8_theta,P8_alpha,P8_low_beta,P8_high_beta,P8_gamma,T8_theta,T8_alpha,T8_low_beta,T8_high_beta,T8_gamma,FC6_theta,FC6_alpha,FC6_low_beta,FC6_high_beta,FC6_gamma,F4_theta,F4_alpha,F4_low_beta,F4_high_beta,F4_gamma,F8_theta,F8_alpha,F8_low_beta,F8_high_beta,F8_gamma,AF4_theta,AF4_alpha,AF4_low_beta,AF4_high_beta,AF4_gamma
2024-07-03 15:46:31.408253,39.724,51.698,20.652,1.915,0.585,0.39,2.402,1.373,0.212,0.101,2130.347,954.109,657.751,272.557,75.452,17.718,4.396,3.071,1.984,1.036,1324.542,316.591,158.912,45.631,10.764,11.965,3.156,1.998,1.18,0.364,1.241,1.0,0.471,0.992,0.093,49.026,51.549,19.484,25.267,7.247,1637.73,173.2,98.632,60.409,32.757,1336.472,1170.666,284.061,189.123,19.549,986.423,272.272,84.127,59.739,21.132,198.145,41.592,25.763,8.953,6.028,136.572,26.333,64.994,21.151,9.655,531.622,128.797,261.693,61.805,18.708
2024-07-03 15:46:31.527524,51.456,68.926,28.013,2.861,0.799,0.434,2.678,1.654,0.251,0.114,3446.168,1532.751,1061.189,442.814,124.191,28.47,7.06,4.941,3.195,1.7,2193.517,445.746,255.195,74.362,16.837,19.021,4.707,2.92,1.449,0.557,1.702,0.889,0.483,1.145,0.113,74.806,81.413,28.133,34.898,9.64,2758.673,315.457,152.638,116.648,54.243,1904.836,1646.842,351.493,233.222,26.705,1335.759,369.109,113.709,80.306,29.776,274.184,62.486,33.775,12.149,8.028,201.026,35.912,84.992,29.51,13.488,551.493,127.915,325.128,75.051,23.701
2024-07-03 15:46:31.662333,61.906,81.561,34.964,3.799,1.001,0.476,2.69,1.818,0.274,0.121,4613.083,2052.772,1422.159,595.275,168.741,38.128,9.495,6.8,4.319,2.331,2978.622,557.886,340.372,100.362,22.404,25.159,6.078,3.666,1.64,0.735,2.099,0.738,0.482,1.232,0.126,117.423,116.667,37.237,44.264,11.891,3855.448,504.614,208.805,192.987,78.57,2389.522,2003.218,401.012,256.278,33.801,1560.914,441.016,136.612,94.948,36.43,339.449,81.03,39.088,14.808,9.526,265.95,44.962,95.789,35.727,16.671,520.083,132.038,367.911,87.746,29.221
2024-07-03 15:46:31.782667,69.26,86.023,40.753,4.546,1.156,0.525,2.433,1.797,0.279,0.124,5260.706,2342.695,1622.834,680.374,194.702,43.137,10.939,8.135,5.033,2.751,3428.653,616.293,387.464,115.401,25.774,28.071,6.873,4.029,1.712,0.847,2.349,0.626,0.493,1.246,0.127,171.055,149.482,45.153,51.602,13.638,4584.97,707.881,255.496,275.719,102.582,2653.881,2129.773,424.489,254.537,39.719,1589.176,465.089,146.561,99.337,39.211,380.179,91.723,40.469,16.262,10.266,317.401,51.318,93.535,37.912,18.453,465.316,145.356,380.808,97.86,35.198
2024-07-03 15:46:31.918840,71.775,81.207,45.094,5.035,1.243,0.594,1.987,1.594,0.268,0.127,5175.515,2302.055,1595.148,668.886,193.2,42.329,10.932,8.565,5.129,2.84,3421.24,600.697,381.144,114.593,25.926,27.471,6.872,3.939,1.656,0.859,2.439,0.608,0.522,1.195,0.118,221.692,170.758,50.345,55.34,14.653,4704.674,874.893,283.81,344.871,122.827,2636.049,1992.97,421.378,234.119,43.401,1412.523,435.336,141.273,92.388,37.526,388.688,91.4,38.046,16.199,10.221,343.083,53.183,79.033,35.831,18.565,436.988,167.637,362.917,103.614,41.45
2024-07-03 15:46:32.040400,68.965,68.945,47.874,5.292,1.255,0.669,1.467,1.27,0.249,0.132,4398.872,1948.569,1350.127,565.905,165.067,35.425,9.508,7.973,4.607,2.593,2966.744,515.448,324.914,98.635,22.948,23.02,6.118,3.471,1.494,0.773,2.34,0.687,0.563,1.098,0.1,252.687,174.007,51.82,54.631,14.87,4186.648,957.974,290.068,381.628,136.005,2375.744,1657.206,396.859,207.274,44.167,1094.454,367.083,123.096,76.758,32.331,367.183,80.885,33.256,14.805,9.561,337.676,50.057,57.773,31.045,17.33,478.432,198.239,321.169,104.496,47.332
2024-07-03 15:46:32.158771,61.503,53.082,48.873,5.376,1.196,0.736,0.988,0.922,0.227,0.136,3226.454,1409.991,974.155,408.262,120.408,25.595,7.219,6.59,3.666,2.111,2262.572,389.218,239.577,73.307,17.964,17.285,4.883,2.799,1.268,0.622,2.148,0.814,0.594,0.977,0.08,252.305,158.234,49.457,49.664,14.351,3225.601,933.545,276.244,376.06,139.62,1998.167,1264.003,357.716,185.523,42.006,740.49,287.954,97.884,57.559,25.571,324.586,64.497,27.993,12.624,8.531,304.866,42.95,37.056,25.911,15.418,599.055,235.537,267.201,101.161,51.715
2024-07-03 15:46:32.277861,51.217,37.996,47.815,5.319,1.079,0.757,0.618,0.631,0.205,0.136,2027.248,862.926,586.81,246.429,73.649,15.328,4.83,4.858,2.605,1.551,1523.701,258.95,153.166,46.893,12.582,11.304,3.537,2.118,1.026,0.455,1.855,0.915,0.592,0.85,0.062,220.046,128.293,44.068,41.602,13.219,2146.452,812.328,248.255,331.215,132.638,1634.652,954.78,310.003,174.033,37.555,448.101,223.946,72.283,39.965,19.221,273.262,47.999,23.641,10.291,7.333,255.044,33.878,22.541,22.298,13.468,765.391,275.576,212.984,94.865,53.3
2024-07-03 15:46:32.412845,40.409,26.58,44.429,5.119,0.928,0.724,0.377,0.436,0.183,0.13,1118.735,496.955,315.648,124.186,37.66,7.85,3.33,3.459,1.709,1.063,963.063,162.555,99.277,31.154,8.895,7.314,2.507,1.633,0.827,0.317,1.56,0.933,0.55,0.73,0.051,166.326,93.021,36.92,32.193,11.621,1253.322,635.717,214.245,261.397,115.905,1405.111,881.626,292.623,176.626,33.959,267.622,187.295,51.181,27.064,14.472,223.356,35.596,20.447,8.267,6.067,201.669,25.427,15.941,20.636,11.793,913.143,309.531,166.596,86.833,51.16
2024-07-03 15:46:32.533003,32.757,19.765,38.685,4.8,0.779,0.629,0.24,0.323,0.159,0.123,892.713,589.486,288.847,88.628,23.336,5.412,4.264,3.28,1.304,0.764,827.422,319.023,180.759,56.282,11.998,6.308,3.246,2.006,0.829,0.259,1.231,0.86,0.483,0.627,0.047,107.023,61.223,29.399,23.196,9.742,695.829,456.29,179.36,185.616,92.213,1788.771,1687.68,457.684,203.143,50.207,190.999,173.497,36.248,19.348,11.477,180.157,28.514,17.804,6.708,4.772,154.813,21.521,15.062,19.967,10.365,977.58,327.208,130.422,77.731,45.438
2024-07-03 15:46:32.652496,30.889,16.868,31.262,4.488,0.675,0.506,0.178,0.255,0.135,0.127,1805.38,1515.919,638.723,180.1,37.428,10.896,9.751,5.375,1.701,0.719,1475.061,1097.959,550.131,171.556,29.855,10.472,8.048,4.155,1.336,0.338,0.953,0.731,0.429,0.554,0.052,58.238,38.331,22.935,16.02,7.758,455.662,318.441,147.488,119.995,65.77,4454.603,4669.363,1106.681,302.003,130.303,171.392,169.674,26.293,15.553,9.887,144.616,26.82,15.147,5.538,3.554,120.301,28.824,15.921,18.887,9.075,924.511,328.503,104.682,68.106,37.386
2024-07-03 15:46:32.787450,35.124,16.426,23.538,4.369,0.646,0.381,0.164,0.204,0.115,0.16,4070.379,3510.651,1422.945,408.078,79.883,24.988,21.173,10.291,3.02,0.928,3133.063,2730.808,1291.277,409.944,67.639,20.987,18.25,8.583,2.601,0.579,0.795,0.599,0.431,0.53,0.067,29.454,25.32,18.393,11.43,5.886,418.956,241.522,121.903,72.596,41.235,11605.654,11048.149,2535.879,558.347,322.344,171.299,164.496,19.724,14.317,9.549,116.188,30.002,12.857,4.813,2.661,97.729,52.945,16.196,16.755,7.995,780.834,324.126,92.418,60.479,29.444
2024-07-03 15:46:32.908286,43.516,16.994,16.88,4.551,0.694,0.29,0.176,0.161,0.104,0.226,7455.593,6417.957,2541.096,736.722,142.644,45.971,37.761,17.462,5.075,1.331,5674.101,5071.157,2329.002,753.491,122.381,37.041,32.854,14.804,4.588,0.956,0.826,0.519,0.503,0.574,0.09,21.462,20.043,15.827,9.642,4.382,470.823,216.014,104.334,43.325,22.683,24216.197,20813.423,4759.836,1023.048,637.309,188.215,157.98,15.972,14.902,10.649,98.573,38.324,11.881,4.692,2.375,84.075,93.677,16.275,14.217,7.414,622.307,332.859,96.267,58.25,24.158
2024-07-03 15:46:33.028135,52.397,17.693,12.019,4.97,0.783,0.244,0.202,0.126,0.1,0.313,11288.996,9567.903,3703.855,1089.045,210.54,69.705,55.694,25.029,7.389,1.817,8487.817,7599.832,3420.412,1122.403,181.528,55.046,48.652,21.358,6.87,1.379,1.091,0.515,0.633,0.679,0.116,27.496,19.32,14.827,10.371,3.451,555.046,219.914,94.947,27.243,12.119,40655.318,32152.606,7362.417,1651.658,1024.168,228.83,158.317,15.279,17.255,13.085,92.743,51.077,12.546,5.171,2.766,75.823,143.726,16.674,12.297,7.527,523.249,367.813,115.305,63.189,22.92
2024-07-03 15:46:33.162709,57.822,17.985,8.878,5.383,0.856,0.229,0.231,0.098,0.102,0.393,14453.413,12003.281,4543.642,1357.723,262.886,89.215,69.58,30.562,9.235,2.215,10696.338,9538.951,4227.626,1403.385,227.04,69.46,60.787,26.159,8.755,1.714,1.448,0.577,0.783,0.808,0.14,37.463,20.234,14.778,12.706,3.131,628.637,227.268,91.594,18.841,8.316,56822.386,41976.008,9619.144,2294.738,1379.431,291.675,167.073,18.858,21.249,16.155,97.074,64.203,14.362,6.036,3.589,70.847,189.733,17.459,11.692,8.202,514.358,423.333,143.698,73.216,25.119
2024-07-03 15:46:33.283206,56.704,17.281,6.732,5.471,0.865,0.234,0.253,0.073,0.1,0.437,15851.05,12887.855,4766.025,1449.999,281.645,97.718,74.718,32.077,9.949,2.362,11516.679,10216.752,4466.194,1499.146,243.189,75.197,65.016,27.469,9.59,1.838,1.77,0.67,0.898,0.91,0.152,45.917,21.432,14.673,15.247,3.206,657.118,221.694,88.618,15.183,8.089,67578.25,47122.194,10784.43,2751.96,1588.543,364.826,178.423,25.884,25.9,18.709,107.222,72.526,16.175,6.898,4.413,66.873,217.093,18.615,12.372,9.064,570.44,478.674,171.14,83.295,28.569
2024-07-03 15:46:33.403191,49.101,15.13,4.919,5.014,0.785,0.225,0.26,0.053,0.091,0.425,14998.911,11906.076,4288.103,1332.068,260.042,92.386,69.24,28.942,9.242,2.187,10638.924,9397.769,4048.814,1374.772,224.076,70.017,59.843,24.768,9.058,1.704,1.878,0.743,0.931,0.94,0.149,50.239,22.038,13.756,16.621,3.315,622.3,197.811,81.661,13.559,8.375,69106.028,45934.419,10443.818,2868.806,1579.022,424.076,182.112,33.841,29.475,19.602,116.59,72.276,16.776,7.279,4.828,62.266,216.445,19.576,13.57,9.611,628.821,505.02,185.587,87.562,30.492
2024-07-03 15:46:33.536784,37.257,11.641,3.226,4.025,0.629,0.215,0.249,0.037,0.075,0.361,12179.877,9408.066,3283.179,1046.036,205.881,74.888,55.034,22.246,7.349,1.745,8400.918,7378.138,3122.148,1074.755,176.484,56.04,47.074,18.987,7.344,1.358,1.761,0.758,0.868,0.88,0.13,48.883,20.982,11.689,16.147,3.168,526.348,158.89,68.97,11.804,7.818,61149.611,38979.881,8793.574,2620.96,1357.774,444.653,169.099,39.754,30.328,18.249,117.542,62.702,15.554,6.867,4.634,55.718,188.047,19.481,14.264,9.445,628.643,480.525,178.655,82.211,28.985
2024-07-03 15:46:33.659647,24.373,7.697,1.846,2.766,0.44,0.198,0.222,0.025,0.057,0.266,8358.238,6236.639,2091.29,688.951,137.548,51.317,36.842,14.25,4.912,1.185,5561.85,4846.466,2001.988,701.691,116.616,37.817,31.039,12.11,5.039,0.917,1.435,0.702,0.722,0.744,0.103,41.857,18.018,8.852,13.914,2.697,393.502,113.887,52.214,9.359,6.415,47279.918,28814.482,6505.691,2124.834,1007.083,412.337,137.876,41.396,27.849,14.945,106.339,46.778,12.781,5.701,3.879,47.327,142.064,17.925,13.818,8.489,549.641,403.627,150.858,67.645,24.11
2024-07-03 15:46:33.777893,13.594,4.263,0.929,1.59,0.27,0.173,0.186,0.02,0.041,0.171,4733.772,3338.057,1059.665,366.866,75.339,28.927,20.076,7.287,2.662,0.67,2998.775,2560.389,1019.169,367.062,62.382,21.256,16.512,6.163,2.846,0.516,1.015,0.596,0.534,0.572,0.075,31.66,13.921,6.021,10.624,2.026,260.672,72.552,35.208,6.753,4.604,32721.546,18754.32,4380.098,1572.068,643.664,333.634,96.18,37.961,22.646,10.679,84.127,29.195,9.231,4.126,2.806,37.945,92.948,15.043,12.22,7.006,412.688,291.725,109.699,48.134,17.343
2024-07-03 15:46:33.913281,6.448,1.9,0.442,0.744,0.148,0.149,0.149,0.02,0.031,0.098,2145.538,1343.877,393.616,148.368,32.619,12.905,8.393,2.766,1.096,0.31,1240.871,1011.341,376.037,142.397,25.507,9.573,6.629,2.351,1.271,0.242,0.632,0.476,0.351,0.411,0.054,21.171,9.608,3.76,7.185,1.336,157.368,41.725,21.486,4.572,2.897,22106.014,11322.367,2966.99,1133.071,363.839,233.257,56.567,30.698,16.269,6.616,57.453,14.75,5.922,2.599,1.732,28.73,52.805,11.578,9.851,5.36,261.45,178.898,68.017,29.332,10.619
2024-07-03 15:46:34.033013,2.732,0.715,0.229,0.288,0.079,0.123,0.118,0.025,0.026,0.056,816.965,358.949,97.494,42.729,11.476,4.642,2.467,0.741,0.311,0.127,398.461,264.826,84.216,36.34,7.723,3.904,1.819,0.682,0.442,0.108,0.363,0.374,0.209,0.293,0.042,12.925,5.839,2.254,4.33,0.777,98.333,23.351,12.683,3.037,1.642,16801.721,7257.142,2350.658,878.53,204.803,140.158,27.78,21.906,10.396,3.566,32.919,5.798,3.5,1.465,0.903,20.858,27.17,8.22,7.233,3.841,136.7,91.745,35.858,15.212,5.424
2024-07-03 15:46:34.153555,1.25,0.339,0.148,0.115,0.048,0.101,0.094,0.031,0.026,0.038,388.068,61.32,28.142,12.084,4.97,1.939,0.539,0.26,0.068,0.065,155.05,50.774,13.276,7.988,2.751,2.113,0.409,0.307,0.156,0.068,0.22,0.311,0.118,0.221,0.038,7.683,3.084,1.364,2.384,0.412,71.943,14.412,7.978,2.036,0.913,15402.861,5644.346,2195.183,764.18,141.819,73.824,12.077,13.869,6.075,1.736,15.762,1.936,2.068,0.814,0.409,14.684,14.268,5.398,4.817,2.585,59.036,39.843,16.772,6.923,2.294
2024-07-03 15:46:34.287754,0.68,0.233,0.119,0.07,0.036,0.079,0.076,0.038,0.027,0.033,320.803,19.483,24.774,8.339,4.067,1.523,0.201,0.242,0.035,0.053,129.099,23.326,11.821,6.294,2.455,1.876,0.221,0.294,0.097,0.063,0.164,0.285,0.071,0.181,0.037,4.983,1.419,0.831,1.273,0.219,61.275,10.073,5.417,1.341,0.568,14865.115,4907.422,2049.645,686.237,120.292,37.429,5.966,8.016,3.458,0.839,6.823,0.894,1.326,0.508,0.188,9.998,8.453,3.25,2.876,1.609,24.97,16.434,8.203,3.147,0.877
2024-07-03 15:46:34.408139,0.458,0.162,0.107,0.058,0.034,0.061,0.062,0.046,0.028,0.031,288.142,13.737,22.847,7.887,4.022,1.35,0.169,0.237,0.038,0.051,118.564,16.731,14.655,6.842,2.692,1.648,0.188,0.267,0.085,0.062,0.135,0.288,0.052,0.155,0.037,3.504,0.689,0.512,0.716,0.136,48.677,7.339,3.774,0.862,0.403,12822.133,4041.639,1704.939,570.552,99.973,21.346,4.382,4.568,2.099,0.439,3.662,0.777,0.905,0.35,0.109,6.514,5.293,1.797,1.528,0.898,15.253,8.576,4.813,1.705,0.444
2024-07-03 15:46:34.527670,0.403,0.12,0.113,0.06,0.039,0.057,0.052,0.059,0.031,0.031,226.912,10.775,19.291,6.961,3.711,1.086,0.191,0.216,0.045,0.048,95.801,11.944,16.321,6.854,2.808,1.358,0.163,0.218,0.081,0.06,0.128,0.309,0.049,0.132,0.036,2.559,0.48,0.383,0.469,0.101,34.252,4.962,2.555,0.541,0.284,9296.481,2875.57,1219.818,407.783,71.866,13.483,4.263,2.877,1.396,0.242,2.798,0.933,0.617,0.234,0.078,4.232,3.315,0.873,0.704,0.439,12.387,6.865,3.091,1.105,0.345
2024-07-03 15:46:34.662500,0.555,0.141,0.222,0.107,0.058,0.136,0.07,0.119,0.056,0.044,151.434,8.484,14.624,5.592,3.129,0.788,0.276,0.2,0.063,0.045,65.812,8.444,16.798,6.327,2.754,0.87,0.156,0.176,0.088,0.061,0.131,0.343,0.065,0.115,0.037,1.819,0.53,0.377,0.404,0.088,19.269,2.995,1.624,0.345,0.186,5465.412,1681.254,716.449,237.582,42.581,9.243,4.395,2.089,0.941,0.149,2.556,1.183,0.474,0.162,0.065,3.143,2.255,0.345,0.293,0.2,11.177,6.655,2.397,0.807,0.306
2024-07-03 15:46:34.782962,1.134,0.272,0.633,0.278,0.115,0.298,0.165,0.317,0.161,0.102,92.257,10.3,13.673,5.599,3.843,0.628,0.563,0.321,0.13,0.054,40.653,7.261,17.222,5.682,2.678,0.583,0.261,0.234,0.127,0.078,0.14,0.387,0.128,0.117,0.051,1.465,0.758,0.427,0.512,0.119,8.911,2.033,1.094,0.282,0.139,2727.418,763.691,357.702,109.182,20.722,8.608,4.887,1.842,0.703,0.161,3.365,1.559,0.589,0.273,0.136,3.091,1.87,0.162,0.175,0.121,11.365,7.567,2.362,0.732,0.314
2024-07-03 15:46:34.903386,2.919,0.572,1.537,0.644,0.238,0.622,0.388,0.738,0.397,0.241,78.607,25.493,31.624,12.068,12.48,1.045,1.27,0.858,0.365,0.115,32.329,13.15,20.247,6.176,3.081,0.574,0.703,0.53,0.251,0.127,0.192,0.446,0.282,0.158,0.089,1.772,1.196,0.539,0.923,0.3,6.118,3.03,1.186,0.451,0.233,1908.939,486.243,263.082,66.037,12.849,12.581,6.174,2.004,0.862,0.383,7.273,2.677,1.361,1.086,0.575,3.949,2.057,0.186,0.222,0.125,12.83,9.881,2.898,0.884,0.437
2024-07-03 15:46:35.036748,5.869,1.054,2.953,1.209,0.436,0.992,0.744,1.383,0.771,0.474,129.47,72.252,94.381,33.873,42.465,2.292,2.53,2.048,0.912,0.289,54.052,33.063,28.137,9.293,4.61,1.144,1.715,1.154,0.509,0.214,0.316,0.529,0.557,0.25,0.163,2.944,1.914,0.791,1.817,0.79,13.752,7.447,2.157,1.029,0.599,3505.047,1141.633,539.225,124.789,22.247,21.523,8.641,2.601,1.619,0.972,16.538,5.343,3.284,3.225,1.741,5.665,3.113,0.337,0.352,0.161,15.205,13.798,4.032,1.307,0.754
2024-07-03 15:46:35.158443,10.29,1.716,4.636,1.875,0.678,1.385,1.176,2.135,1.212,0.766,249.045,166.499,219.895,78.817,106.575,4.775,4.229,3.87,1.831,0.628,109.593,71.415,41.079,15.603,7.564,2.36,3.343,2.057,0.908,0.328,0.542,0.651,0.933,0.387,0.268,5.261,3.016,1.239,3.264,1.692,30.138,18.683,4.111,2.553,1.392,7579.279,2809.954,1232.031,270.871,48.319,34.131,12.248,3.938,3.113,1.996,31.496,9.82,6.564,6.921,3.766,8.398,5.727,0.615,0.531,0.218,18.05,19.284,5.789,2.002,1.29
2024-07-03 15:46:35.277745,14.898,2.5,6.122,2.467,0.901,1.682,1.57,2.79,1.597,1.043,409.823,307.112,399.481,145.912,205.107,8.181,6.034,5.947,3.005,1.118,187.994,125.303,56.671,24.036,11.548,4.057,5.318,3.032,1.379,0.443,0.85,0.823,1.331,0.544,0.381,8.077,4.547,1.854,5.093,2.958,51.618,43.028,8.59,6.324,2.937,13169.032,5219.045,2291.349,480.762,91.433,48.04,16.462,6.219,5.262,3.326,49.834,15.445,10.732,11.647,6.353,12.021,10.281,1.022,0.721,0.287,20.919,25.615,8.135,2.875,1.977
2024-07-03 15:46:35.413039,18.823,3.318,6.926,2.795,1.036,1.727,1.804,3.136,1.8,1.217,568.08,470.828,596.128,222.447,320.505,11.963,7.529,7.68,4.155,1.669,268.337,184.149,70.892,32.333,15.505,5.843,7.137,3.798,1.799,0.524,1.175,1.03,1.638,0.683,0.469,11.199,6.434,2.566,6.893,4.355,75.992,85.005,18.09,13.747,5.571,19172.957,8064.593,3633.259,770.117,160.659,60.395,20.655,9.365,7.728,4.635,66.826,20.894,14.76,16.177,8.82,15.941,16.318,1.573,0.881,0.359,23.234,31.279,10.775,3.741,2.673
2024-07-03 15:46:35.533021,20.642,4.043,6.772,2.746,1.036,1.62,1.803,3.056,1.747,1.228,717.258,635.29,764.786,292.292,427.153,15.207,8.438,8.574,4.976,2.148,349.29,237.851,82.141,38.778,18.409,7.357,8.288,4.146,2.053,0.545,1.409,1.23,1.755,0.766,0.505,14.015,8.741,3.252,8.198,5.537,103.883,144.506,34.102,25.349,9.32,24757.535,10989.502,5172.433,1182.49,267.975,70.002,26.101,13.343,10.006,5.529,77.522,25.488,17.698,19.126,10.369,19.476,22.815,2.244,1.008,0.422,25.782,35.478,12.939,4.416,3.217
2024-07-03 15:46:35.653019,20.015,4.534,5.741,2.345,0.906,1.23,1.557,2.583,1.461,1.075,912.3,794.245,875.838,348.263,506.182,17.238,8.682,8.49,5.298,2.452,469.874,282.571,94.042,44.017,20.499,8.797,8.43,4.028,2.102,0.511,1.603,1.382,1.66,0.782,0.477,16.778,11.986,3.872,8.777,6.214,133.709,214.932,55.242,39.997,13.712,29861.358,13613.295,6822.659,1748.926,420.359,78.206,36.731,17.553,11.589,5.752,79.34,29.882,18.811,19.592,10.489,22.098,29.011,3.074,1.165,0.486,34.171,40.957,14.373,5.024,3.581
2024-07-03 15:46:35.787582,17.188,4.847,4.334,1.742,0.7,0.914,1.163,1.9,1.046,0.811,1189.767,952.108,929.639,389.745,550.569,17.541,8.374,7.734,5.156,2.549,688.221,321.753,115.309,50.958,23.221,10.896,7.666,3.584,2.0,0.449,2.236,1.553,1.418,0.749,0.405,20.95,16.769,4.704,8.765,6.309,165.019,282.758,77.148,54.772,17.8,34796.677,15708.851,8482.095,2447.588,611.492,87.561,56.634,21.291,12.307,5.315,72.929,35.715,18.059,17.577,9.213,23.426,34.725,4.126,1.471,0.582,61.648,52.785,15.565,6.02,3.935
2024-07-03 15:46:35.909206,13.293,5.401,3.664,1.209,0.508,0.924,0.898,1.299,0.637,0.524,1582.76,1152.364,972.956,423.792,564.497,16.406,7.903,6.864,4.747,2.473,1061.48,361.045,152.969,62.607,28.081,14.919,6.49,3.063,1.857,0.398,4.07,1.9,1.139,0.708,0.324,29.114,23.298,6.219,8.545,5.964,201.893,331.825,94.131,66.083,20.52,41027.221,17257.953,9989.896,3177.587,816.076,99.852,86.901,24.077,12.369,4.466,61.862,44.371,16.21,13.985,7.091,23.304,39.962,5.453,2.061,0.738,119.297,73.741,17.9,7.889,4.501
2024-07-03 15:46:36.030394,9.552,6.809,5.019,1.012,0.41,1.564,1.099,1.059,0.343,0.292,2096.667,1466.522,1083.681,457.945,557.112,14.319,7.786,6.509,4.323,2.299,1552.052,400.935,205.865,79.249,35.274,20.75,5.506,2.705,1.769,0.386,7.733,2.539,0.921,0.697,0.269,43.764,30.858,8.695,8.486,5.437,247.072,349.937,101.426,71.227,21.197,48696.673,18250.244,11121.231,3776.844,991.973,113.529,122.93,25.713,12.188,3.561,50.869,55.523,14.338,10.124,4.895,21.916,44.556,7.035,2.973,0.95,206.161,100.928,22.85,10.731,5.368
2024-07-03 15:46:36.162377,7.008,9.374,9.026,1.265,0.437,2.815,1.951,1.302,0.2,0.154,2660.735,1934.088,1313.737,492.427,534.57,12.151,8.306,6.974,4.049,2.09,2059.729,433.36,262.402,97.28,43.118,27.983,5.079,2.593,1.76,0.411,12.937,3.446,0.81,0.725,0.253,64.048,37.831,11.901,8.682,4.944,298.419,333.267,97.656,69.334,19.805,56795.251,18554.951,11592.279,4076.421,1093.117,124.442,155.661,26.612,12.092,2.881,42.986,66.778,13.286,7.061,3.245,19.724,47.835,8.737,4.067,1.177,305.245,126.625,30.763,14.031,6.381
2024-07-03 15:46:36.283017,5.807,12.744,15.082,1.861,0.558,4.259,3.34,1.915,0.176,0.099,3164.086,2505.153,1646.073,516.589,496.185,10.052,9.364,8.096,3.916,1.866,2412.552,445.421,304.379,110.355,48.652,33.651,5.171,2.641,1.774,0.447,18.63,4.397,0.778,0.771,0.266,85.981,42.18,15.037,8.899,4.547,345.313,288.245,85.901,61.592,16.931,62758.375,17930.888,11197.603,3972.159,1087.806,127.16,174.815,27.223,12.092,2.507,38.728,74.234,13.195,5.18,2.347,17.183,48.741,10.282,5.043,1.347,388.415,141.723,40.159,16.779,7.173
2024-07-03 15:46:36.403097,5.631,15.956,21.457,2.527,0.699,5.477,4.868,2.614,0.2,0.087,3457.537,3036.924,1985.58,514.1,436.888,8.454,10.441,9.305,3.762,1.613,2487.14,426.32,315.099,112.398,49.085,36.561,5.395,2.645,1.714,0.457,23.041,5.068,0.762,0.794,0.28,102.192,42.336,17.083,8.716,4.152,370.33,227.756,71.494,50.534,13.462,63791.863,16173.295,9893.903,3474.658,973.038,118.225,173.478,27.664,11.893,2.321,35.716,74.389,13.475,4.174,1.984,14.566,46.329,11.331,5.57,1.394,427.901,139.807,48.149,17.924,7.35
2024-07-03 15:46:36.536830,5.627,17.799,26.129,2.982,0.788,5.88,6.05,3.106,0.218,0.085,3435.62,3348.046,2201.714,472.702,354.328,6.713,10.957,9.99,3.413,1.305,2231.179,375.31,287.899,100.97,43.363,34.194,5.309,2.452,1.512,0.422,24.753,5.181,0.698,0.76,0.271,107.28,37.984,17.257,7.816,3.612,363.577,166.09,59.289,38.867,10.193,58433.783,13326.126,7888.29,2710.839,777.149,98.059,151.66,27.567,11.102,2.124,31.532,66.087,13.218,3.43,1.756,11.947,40.389,11.598,5.442,1.289,409.295,120.418,51.725,16.903,6.702
2024-07-03 15:46:36.659058,5.292,17.472,27.614,3.06,0.784,5.286,6.498,3.21,0.208,0.078,3082.893,3307.733,2194.828,393.491,255.793,5.272,10.532,9.792,2.817,0.949,1729.139,304.0,229.686,78.771,32.907,28.11,4.691,2.043,1.178,0.344,22.998,4.646,0.565,0.659,0.23,98.004,30.229,15.42,6.229,2.869,317.525,113.412,51.224,28.456,7.545,47433.849,9795.383,5586.706,1874.835,548.996,71.057,116.211,26.327,9.541,1.794,24.768,51.293,11.83,2.557,1.404,9.361,31.745,10.951,4.676,1.054,339.037,89.939,49.279,13.955,5.348
2024-07-03 15:46:36.778170,4.568,14.958,25.568,2.728,0.685,4.237,6.064,2.897,0.173,0.065,2459.688,2903.796,1951.757,292.802,159.109,3.735,9.101,8.712,2.081,0.6,1126.175,232.296,157.767,52.48,21.009,19.686,3.656,1.492,0.79,0.246,18.825,3.627,0.4,0.517,0.17,77.879,21.241,12.093,4.31,2.009,246.986,74.16,45.82,19.927,5.529,33247.549,6285.694,3460.505,1143.027,338.64,44.283,77.399,23.553,7.378,1.368,17.175,34.174,9.424,1.635,0.964,6.787,22.107,9.484,3.507,0.757,240.211,58.117,41.232,9.944,3.658
