timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2024-07-03 15:44:10.105200,4327.436,4312.179,4354.231,4337.308,4299.103,4211.923,4275.385,4227.949,4295.897,4333.974,4490.128,4496.538,4398.205,4460.769
2024-07-03 15:44:10.112900,4339.744,4327.692,4358.718,4354.744,4316.154,4216.41,4287.821,4238.077,4278.077,4316.538,4445.385,4507.564,4372.436,4435.0
2024-07-03 15:44:10.120700,4337.692,4336.154,4360.0,4355.641,4301.282,4203.974,4289.487,4242.949,4262.051,4277.949,4455.897,4508.718,4365.513,4450.385
2024-07-03 15:44:10.128400,4320.513,4327.949,4348.59,4345.256,4289.872,4191.026,4276.538,4230.769,4260.641,4272.949,4477.564,4487.692,4380.128,4451.154
2024-07-03 15:44:10.136300,4316.538,4307.949,4331.538,4321.667,4287.179,4199.872,4277.179,4228.077,4259.744,4285.385,4440.513,4470.897,4366.795,4425.0
2024-07-03 15:44:10.144000,4318.974,4303.718,4331.538,4315.385,4281.026,4202.436,4284.103,4234.103,4258.846,4270.769,4422.564,4472.564,4330.128,4419.103
2024-07-03 15:44:10.151800,4310.513,4300.641,4345.256,4323.59,4293.59,4187.308,4274.231,4229.744,4264.487,4264.359,4444.103,4474.103,4320.0,4418.718
2024-07-03 15:44:10.159500,4304.487,4295.769,4341.154,4318.59,4313.718,4181.795,4268.333,4215.513,4255.385,4273.333,4436.026,4464.872,4341.282,4412.949
2024-07-03 15:44:10.167400,4303.462,4310.0,4323.974,4325.385,4308.333,4188.974,4283.718,4216.538,4246.41,4271.923,4419.744,4460.769,4354.615,4406.282
2024-07-03 15:44:10.175200,4304.872,4328.846,4326.795,4347.179,4299.872,4192.308,4292.692,4233.077,4271.154,4286.154,4433.462,4467.821,4346.795,4406.538
2024-07-03 15:44:10.183100,4303.846,4317.564,4334.231,4342.179,4288.462,4180.897,4283.846,4231.41,4275.897,4288.846,4433.59,4461.538,4328.077,4406.538
2024-07-03 15:44:10.190900,4304.103,4300.641,4327.308,4331.795,4274.231,4167.179,4273.846,4220.385,4251.026,4247.436,4431.154,4455.769,4317.436,4417.692
2024-07-03 15:44:10.198800,4316.026,4314.872,4324.231,4328.077,4282.564,4166.026,4268.974,4230.385,4250.0,4241.41,4445.513,4466.026,4320.897,4422.436
2024-07-03 15:44:10.206600,4314.615,4317.692,4327.051,4312.179,4310.128,4168.462,4263.462,4234.231,4256.795,4276.41,4431.154,4458.59,4319.487,4391.026
2024-07-03 15:44:10.214500,4293.718,4304.744,4323.077,4318.846,4332.436,4167.308,4263.974,4215.513,4244.744,4267.821,4405.641,4438.718,4306.795,4384.872
2024-07-03 15:44:10.222300,4291.41,4308.205,4325.385,4343.205,4307.692,4167.051,4268.205,4208.718,4243.974,4234.615,4410.256,4440.0,4312.821,4412.179
2024-07-03 15:44:10.230200,4307.821,4311.154,4337.692,4341.667,4278.718,4168.718,4272.308,4215.513,4260.128,4240.0,4428.333,4456.282,4342.436,4417.179
2024-07-03 15:44:10.238100,4311.538,4307.692,4337.051,4330.769,4295.256,4166.795,4276.026,4219.744,4265.256,4265.128,4446.923,4464.487,4331.795,4409.231
