timestamp,AF3_theta,AF3_alpha,AF3_low_beta,AF3_high_beta,AF3_gamma,F7_theta,F7_alpha,F7_low_beta,F7_high_beta,F7_gamma,F3_theta,F3_alpha,F3_low_beta,F3_high_beta,F3_gamma,FC5_theta,FC5_alpha,FC5_low_beta,FC5_high_beta,FC5_gamma,T7_theta,T7_alpha,T7_low_beta,T7_high_beta,T7_gamma,P7_theta,P7_alpha,P7_low_beta,P7_high_beta,P7_gamma,O1_theta,O1_alpha,O1_low_beta,O1_high_beta,O1_gamma,O2_theta,O2_alpha,O2_low_beta,O2_high_beta,O2_gamma,P8_theta,P8_alpha,P8_low_beta,P8_high_beta,P8_gamma,T8_theta,T8_alpha,T8_low_beta,T8_high_beta,T8_gamma,FC6_theta,FC6_alpha,FC6_low_beta,FC6_high_beta,FC6_gamma,F4_theta,F4_alpha,F4_low_beta,F4_high_beta,F4_gamma,F8_theta,F8_alpha,F8_low_beta,F8_high_beta,F8_gamma,AF4_theta,AF4_alpha,AF4_low_beta,AF4_high_beta,AF4_gamma
2024-07-03 15:44:09.684747,2.701,2.427,2.192,0.734,1.212,2.373,2.641,1.768,1.77,2.842,1.842,1.884,1.433,0.588,0.945,1.701,1.982,1.218,1.931,2.482,0.867,1.326,1.553,3.192,3.91,0.556,0.618,0.639,0.622,0.395,0.613,1.12,0.806,0.523,0.33,0.955,1.151,1.19,0.654,0.441,1.465,1.828,2.253,1.53,1.267,2.206,2.202,3.357,1.871,2.332,2.482,2.839,3.207,2.175,2.571,2.469,3.158,3.292,1.285,0.871,2.872,5.506,4.217,1.471,5.155,1.942,2.324,2.505,1.857,2.152
2024-07-03 15:44:09.805184,3.063,2.173,1.919,0.809,1.202,2.402,2.488,1.497,1.779,2.896,2.376,1.699,1.397,0.615,0.997,1.621,1.803,0.934,1.727,2.738,0.853,1.2,1.437,2.883,3.912,0.614,0.668,0.575,0.721,0.409,0.64,1.115,0.781,0.606,0.359,1.134,1.156,0.935,0.597,0.422,1.522,2.042,2.554,1.538,1.356,2.15,2.042,3.319,1.85,2.465,3.057,3.152,3.172,2.449,2.711,3.433,3.225,3.129,1.244,0.853,2.899,5.244,3.999,1.341,5.945,2.722,2.214,2.356,1.961,2.187
2024-07-03 15:44:09.925185,3.511,1.914,1.626,0.983,1.303,2.511,2.382,1.155,1.789,2.931,3.178,1.548,1.398,0.681,1.015,1.655,1.61,0.704,1.458,2.947,0.827,1.093,1.295,2.628,3.856,0.658,0.682,0.484,0.828,0.433,0.686,1.043,0.788,0.715,0.396,1.362,1.153,0.811,0.579,0.396,1.636,2.318,3.043,1.616,1.385,2.281,1.976,3.223,1.839,2.553,3.743,3.526,3.143,2.722,2.807,4.769,3.176,2.968,1.192,0.848,3.204,4.686,3.591,1.283,6.586,3.789,2.177,2.268,2.063,2.377
2024-07-03 15:44:10.061655,3.851,1.676,1.357,1.242,1.48,2.627,2.285,0.822,1.824,2.92,4.007,1.439,1.446,0.75,0.99,1.811,1.418,0.594,1.2,3.103,0.807,1.022,1.158,2.447,3.755,0.699,0.672,0.405,0.934,0.472,0.731,0.963,0.874,0.835,0.437,1.621,1.168,0.791,0.585,0.367,1.865,2.598,3.632,1.772,1.347,2.533,1.993,3.115,1.84,2.583,4.602,3.915,3.137,2.905,2.859,6.215,3.037,2.826,1.126,0.867,3.739,4.046,3.062,1.292,7.002,4.962,2.232,2.242,2.096,2.705
2024-07-03 15:44:10.180530,4.081,1.475,1.144,1.523,1.68,2.8,2.128,0.567,1.919,2.843,4.641,1.342,1.517,0.793,0.932,2.102,1.232,0.62,1.042,3.193,0.807,0.989,1.069,2.328,3.628,0.764,0.651,0.368,1.011,0.522,0.79,0.949,1.055,0.936,0.481,1.834,1.217,0.847,0.61,0.346,2.161,2.815,4.195,1.979,1.264,2.839,2.029,3.042,1.903,2.556,5.508,4.223,3.126,2.945,2.887,7.448,2.831,2.709,1.063,0.91,4.393,3.504,2.514,1.363,7.147,6.03,2.351,2.257,2.052,3.104
2024-07-03 15:44:10.314835,4.464,1.342,0.999,1.75,1.849,3.214,1.9,0.424,2.089,2.693,4.931,1.224,1.573,0.796,0.863,2.541,1.073,0.729,1.042,3.182,0.837,0.995,1.052,2.26,3.484,0.874,0.644,0.369,1.031,0.566,0.873,1.044,1.28,0.988,0.523,1.971,1.285,0.948,0.658,0.339,2.454,2.898,4.574,2.183,1.169,3.029,2.007,3.033,2.088,2.485,6.247,4.335,3.081,2.843,2.914,8.181,2.557,2.594,1.019,0.966,4.996,3.136,2.063,1.491,6.999,6.966,2.479,2.27,1.967,3.48
2024-07-03 15:44:10.434423,5.327,1.314,0.933,1.865,1.943,4.099,1.673,0.399,2.321,2.477,4.863,1.103,1.583,0.784,0.804,3.156,0.984,0.855,1.198,3.037,0.935,1.052,1.105,2.264,3.312,1.018,0.676,0.391,0.974,0.587,0.984,1.237,1.461,0.973,0.557,1.967,1.341,1.044,0.727,0.35,2.664,2.833,4.671,2.32,1.095,3.081,1.91,3.122,2.412,2.391,6.71,4.189,3.002,2.647,2.949,8.317,2.254,2.448,1.017,1.01,5.552,2.894,1.794,1.686,6.567,7.936,2.568,2.225,1.9,3.747
2024-07-03 15:44:10.556854,6.812,1.385,0.935,1.846,1.935,5.585,1.503,0.476,2.566,2.206,4.565,1.021,1.524,0.794,0.765,3.946,0.98,0.959,1.453,2.745,1.122,1.164,1.177,2.388,3.092,1.174,0.752,0.42,0.845,0.575,1.095,1.459,1.525,0.894,0.573,1.831,1.341,1.091,0.805,0.374,2.72,2.64,4.497,2.35,1.055,2.923,1.748,3.325,2.818,2.301,6.771,3.781,2.913,2.42,2.976,7.911,1.962,2.254,1.063,1.018,6.005,2.676,1.731,1.938,5.905,9.022,2.571,2.092,1.887,3.838
2024-07-03 15:44:10.675380,8.676,1.506,0.983,1.71,1.819,7.491,1.415,0.626,2.747,1.915,4.185,1.026,1.397,0.848,0.736,4.808,1.04,1.042,1.71,2.342,1.403,1.31,1.217,2.67,2.827,1.272,0.854,0.45,0.675,0.533,1.194,1.623,1.456,0.775,0.564,1.582,1.253,1.074,0.869,0.403,2.61,2.35,4.145,2.269,1.045,2.62,1.542,3.631,3.191,2.236,6.421,3.168,2.839,2.224,2.969,7.118,1.703,2.042,1.141,0.973,6.341,2.405,1.866,2.22,5.12,10.174,2.45,1.886,1.913,3.722
2024-07-03 15:44:10.810046,10.236,1.623,1.053,1.507,1.617,9.265,1.403,0.82,2.797,1.658,3.8,1.147,1.223,0.941,0.704,5.478,1.123,1.128,1.882,1.897,1.693,1.456,1.204,3.09,2.559,1.297,0.944,0.478,0.504,0.473,1.296,1.651,1.287,0.651,0.528,1.304,1.081,1.016,0.906,0.424,2.361,1.985,3.724,2.113,1.052,2.211,1.3,3.983,3.407,2.2,5.69,2.453,2.782,2.101,2.903,6.138,1.503,1.861,1.223,0.887,6.462,2.088,2.154,2.5,4.353,10.975,2.227,1.66,1.935,3.433
2024-07-03 15:44:10.930714,10.985,1.699,1.125,1.303,1.376,10.293,1.447,1.051,2.698,1.486,3.447,1.367,1.038,1.039,0.662,5.729,1.184,1.227,1.918,1.501,1.894,1.559,1.152,3.539,2.367,1.2,0.986,0.506,0.377,0.41,1.397,1.532,1.111,0.558,0.473,1.07,0.866,0.977,0.914,0.43,2.024,1.588,3.348,1.947,1.068,1.81,1.041,4.278,3.392,2.176,4.758,1.767,2.72,2.06,2.769,5.14,1.384,1.764,1.286,0.794,6.318,1.814,2.499,2.74,3.717,11.301,1.977,1.474,1.913,3.058
2024-07-03 15:44:11.051779,10.353,1.711,1.175,1.143,1.14,10.086,1.532,1.305,2.485,1.439,3.103,1.629,0.874,1.098,0.612,5.385,1.21,1.332,1.822,1.246,1.906,1.589,1.099,3.857,2.348,1.027,0.961,0.547,0.321,0.36,1.569,1.317,1.05,0.516,0.412,0.961,0.684,1.045,0.901,0.42,1.657,1.237,3.11,1.848,1.085,1.429,0.794,4.393,3.161,2.149,3.714,1.241,2.619,2.09,2.575,4.299,1.357,1.76,1.312,0.729,5.789,1.688,2.783,2.93,3.266,10.573,1.773,1.353,1.833,2.702
2024-07-03 15:44:11.185218,8.587,1.662,1.186,1.032,0.945,8.781,1.645,1.549,2.223,1.521,2.745,1.866,0.742,1.092,0.561,4.58,1.21,1.404,1.667,1.189,1.752,1.532,1.067,3.89,2.564,0.808,0.875,0.609,0.342,0.33,1.76,1.086,1.168,0.52,0.362,0.988,0.602,1.273,0.88,0.4,1.304,0.996,3.018,1.87,1.106,1.118,0.594,4.225,2.811,2.114,2.805,0.958,2.441,2.171,2.343,3.648,1.43,1.807,1.292,0.706,4.878,1.72,2.89,3.067,2.996,9.116,1.691,1.281,1.714,2.442
2024-07-03 15:44:11.305341,6.185,1.623,1.144,0.947,0.807,6.801,1.817,1.73,1.978,1.702,2.454,2.048,0.638,1.02,0.513,3.551,1.226,1.404,1.569,1.327,1.518,1.417,1.054,3.58,3.001,0.632,0.76,0.688,0.424,0.323,1.999,0.919,1.44,0.554,0.335,1.125,0.641,1.641,0.865,0.384,0.994,0.89,3.0,2.017,1.137,0.886,0.482,3.751,2.493,2.086,2.155,0.952,2.174,2.277,2.098,3.293,1.627,1.833,1.233,0.712,3.766,1.85,2.785,3.152,2.876,7.114,1.786,1.214,1.592,2.316
2024-07-03 15:44:11.425709,4.268,1.657,1.049,0.869,0.736,4.973,2.06,1.802,1.814,1.938,2.381,2.152,0.565,0.913,0.473,2.764,1.274,1.312,1.621,1.604,1.368,1.292,1.05,2.99,3.573,0.532,0.656,0.77,0.536,0.337,2.196,0.874,1.769,0.602,0.341,1.279,0.77,2.06,0.873,0.385,0.74,0.894,2.967,2.253,1.184,0.756,0.489,3.064,2.322,2.089,1.905,1.169,1.858,2.371,1.86,3.289,1.914,1.787,1.156,0.722,2.795,1.992,2.523,3.197,2.865,5.536,2.023,1.118,1.508,2.319
2024-07-03 15:44:11.561452,3.268,1.785,0.92,0.807,0.732,3.707,2.344,1.75,1.758,2.184,2.49,2.204,0.535,0.816,0.439,2.376,1.337,1.144,1.847,1.946,1.333,1.189,1.04,2.282,4.147,0.523,0.594,0.826,0.651,0.378,2.284,0.987,2.025,0.667,0.395,1.351,0.954,2.425,0.917,0.417,0.537,0.972,2.89,2.504,1.25,0.737,0.661,2.354,2.34,2.145,1.997,1.591,1.606,2.422,1.646,3.563,2.3,1.687,1.1,0.716,2.199,2.133,2.227,3.228,2.956,4.613,2.341,1.022,1.497,2.417
2024-07-03 15:44:11.681165,3.245,2.003,0.809,0.791,0.782,3.157,2.593,1.594,1.789,2.401,2.724,2.266,0.58,0.77,0.413,2.401,1.387,0.979,2.198,2.272,1.405,1.119,1.032,1.647,4.588,0.561,0.591,0.833,0.753,0.452,2.154,1.261,2.132,0.77,0.505,1.313,1.174,2.682,1.01,0.481,0.406,1.108,2.83,2.704,1.341,0.836,1.032,1.83,2.576,2.267,2.4,2.223,1.589,2.439,1.476,3.962,2.82,1.636,1.126,0.694,2.142,2.328,2.042,3.288,3.158,4.485,2.721,1.037,1.586,2.556
2024-07-03 15:44:11.800649,3.814,2.279,0.77,0.846,0.865,3.113,2.728,1.403,1.858,2.565,3.011,2.381,0.731,0.796,0.395,2.638,1.401,0.922,2.561,2.51,1.497,1.067,1.086,1.234,4.807,0.606,0.639,0.788,0.828,0.56,1.868,1.638,2.101,0.92,0.661,1.15,1.41,2.863,1.154,0.568,0.366,1.267,2.873,2.806,1.462,1.113,1.589,1.645,3.042,2.453,3.083,3.011,1.945,2.457,1.363,4.425,3.453,1.751,1.272,0.673,2.744,2.645,2.08,3.418,3.455,5.023,3.124,1.273,1.79,2.665
2024-07-03 15:44:11.934494,4.457,2.557,0.819,0.974,0.958,3.242,2.728,1.243,1.913,2.657,3.319,2.551,0.986,0.878,0.384,2.863,1.382,1.022,2.797,2.62,1.507,1.009,1.249,1.088,4.787,0.624,0.715,0.712,0.872,0.686,1.451,2.025,2.003,1.106,0.832,0.966,1.658,3.021,1.329,0.658,0.434,1.42,3.071,2.795,1.611,1.623,2.249,1.834,3.72,2.67,4.015,3.812,2.649,2.5,1.303,4.944,4.092,2.076,1.524,0.67,4.015,3.065,2.326,3.65,3.78,6.041,3.46,1.745,2.116,2.678
2024-07-03 15:44:12.058053,4.833,2.753,0.934,1.148,1.037,3.323,2.619,1.167,1.914,2.655,3.569,2.696,1.291,0.976,0.38,2.917,1.339,1.236,2.797,2.586,1.361,0.938,1.522,1.174,4.565,0.592,0.796,0.627,0.881,0.799,1.05,2.31,1.892,1.277,0.97,0.77,1.927,3.166,1.494,0.725,0.591,1.551,3.387,2.686,1.772,2.298,2.899,2.317,4.508,2.853,5.104,4.41,3.511,2.553,1.277,5.412,4.546,2.538,1.808,0.69,5.774,3.468,2.674,3.961,4.009,7.217,3.591,2.334,2.538,2.577
2024-07-03 15:44:12.175848,4.945,2.848,1.081,1.32,1.082,3.358,2.494,1.207,1.85,2.542,3.729,2.749,1.566,1.04,0.38,2.809,1.315,1.466,2.537,2.42,1.11,0.867,1.828,1.422,4.205,0.508,0.85,0.554,0.855,0.865,0.687,2.402,1.78,1.374,1.031,0.651,2.224,3.247,1.596,0.748,0.778,1.635,3.697,2.549,1.91,3.054,3.444,2.951,5.22,2.938,6.258,4.626,4.264,2.567,1.272,5.832,4.664,2.996,2.017,0.719,7.775,3.68,3.014,4.269,4.021,8.444,3.465,2.854,2.972,2.4
2024-07-03 15:44:12.310006,4.784,2.86,1.241,1.447,1.079,3.369,2.443,1.393,1.75,2.319,3.837,2.686,1.748,1.048,0.381,2.596,1.361,1.623,2.1,2.159,0.877,0.814,2.057,1.755,3.765,0.423,0.857,0.51,0.802,0.86,0.483,2.276,1.655,1.355,0.992,0.585,2.564,3.198,1.603,0.72,0.93,1.67,3.896,2.476,1.98,3.715,3.799,3.639,5.684,2.889,7.307,4.42,4.732,2.503,1.28,6.194,4.415,3.335,2.079,0.738,9.581,3.603,3.326,4.499,3.757,9.511,3.125,3.162,3.311,2.225
2024-07-03 15:44:12.430475,4.437,2.81,1.403,1.5,1.03,3.372,2.487,1.705,1.654,2.015,3.835,2.535,1.8,1.0,0.382,2.336,1.478,1.656,1.62,1.85,0.682,0.78,2.115,2.097,3.293,0.323,0.808,0.5,0.742,0.78,0.388,1.982,1.497,1.225,0.862,0.604,2.923,2.968,1.513,0.651,1.007,1.672,3.921,2.527,1.944,4.092,3.917,4.277,5.787,2.712,8.017,3.894,4.843,2.359,1.293,6.383,3.898,3.472,1.984,0.731,10.724,3.274,3.626,4.588,3.271,10.145,2.685,3.184,3.453,2.115
2024-07-03 15:44:12.551885,3.971,2.728,1.544,1.472,0.952,3.35,2.576,2.069,1.597,1.689,3.698,2.377,1.718,0.915,0.378,2.074,1.625,1.556,1.217,1.539,0.627,0.758,1.978,2.403,2.835,0.261,0.711,0.517,0.691,0.65,0.406,1.613,1.286,1.02,0.68,0.664,3.232,2.558,1.359,0.566,1.007,1.664,3.763,2.683,1.791,4.122,3.821,4.749,5.519,2.454,8.189,3.264,4.621,2.165,1.301,6.327,3.326,3.368,1.783,0.693,10.968,2.901,3.9,4.519,2.709,10.149,2.313,2.933,3.364,2.087
2024-07-03 15:44:12.685335,3.505,2.645,1.635,1.375,0.867,3.287,2.633,2.391,1.59,1.404,3.438,2.3,1.532,0.822,0.371,1.858,1.747,1.359,0.95,1.262,0.633,0.74,1.718,2.646,2.442,0.23,0.586,0.542,0.655,0.506,0.49,1.272,1.049,0.797,0.496,0.773,3.4,2.042,1.186,0.49,0.954,1.676,3.469,2.854,1.553,3.801,3.597,4.948,4.98,2.183,7.711,2.756,4.163,1.972,1.29,5.983,2.931,3.045,1.558,0.637,10.264,2.721,4.107,4.312,2.237,9.477,2.158,2.502,3.097,2.104
2024-07-03 15:44:12.806257,3.168,2.561,1.646,1.232,0.792,3.196,2.59,2.585,1.614,1.203,3.127,2.316,1.289,0.745,0.358,1.742,1.799,1.118,0.811,1.039,0.72,0.712,1.47,2.796,2.15,0.248,0.46,0.566,0.628,0.386,0.597,1.018,0.859,0.609,0.355,0.909,3.359,1.543,1.036,0.443,0.909,1.74,3.133,2.932,1.293,3.294,3.33,4.82,4.316,1.956,6.683,2.48,3.591,1.823,1.25,5.447,2.807,2.577,1.382,0.582,8.857,2.825,4.152,4.01,1.954,8.322,2.25,2.013,2.771,2.103
2024-07-03 15:44:12.925172,3.132,2.448,1.584,1.064,0.727,3.159,2.41,2.611,1.634,1.086,2.856,2.364,1.052,0.689,0.338,1.807,1.754,0.894,0.752,0.875,0.841,0.67,1.369,2.818,1.96,0.341,0.357,0.585,0.601,0.311,0.741,0.848,0.763,0.485,0.277,1.06,3.101,1.161,0.941,0.431,0.973,1.873,2.855,2.864,1.076,2.807,3.089,4.447,3.667,1.796,5.478,2.409,3.029,1.738,1.177,4.926,2.885,2.078,1.286,0.539,7.299,3.137,4.013,3.69,1.856,7.166,2.488,1.604,2.496,2.026
2024-07-03 15:44:13.047414,3.517,2.28,1.489,0.897,0.665,3.317,2.116,2.491,1.613,1.018,2.707,2.351,0.865,0.641,0.312,2.134,1.619,0.738,0.74,0.754,1.02,0.621,1.464,2.701,1.85,0.519,0.301,0.6,0.563,0.278,0.891,0.737,0.767,0.423,0.258,1.204,2.692,0.941,0.895,0.447,1.233,2.058,2.694,2.655,0.943,2.543,2.89,4.006,3.099,1.687,4.512,2.401,2.549,1.683,1.078,4.6,2.988,1.647,1.242,0.508,6.111,3.443,3.741,3.423,1.867,6.466,2.701,1.373,2.324,1.858
2024-07-03 15:44:13.180691,4.288,2.059,1.422,0.765,0.605,3.729,1.781,2.306,1.549,0.963,2.702,2.219,0.761,0.582,0.285,2.724,1.428,0.685,0.77,0.661,1.242,0.581,1.685,2.465,1.785,0.764,0.301,0.612,0.512,0.275,1.033,0.659,0.839,0.405,0.283,1.302,2.245,0.858,0.881,0.482,1.676,2.251,2.643,2.368,0.898,2.479,2.72,3.674,2.595,1.601,3.957,2.308,2.171,1.61,0.97,4.517,2.947,1.358,1.195,0.482,5.496,3.533,3.435,3.229,1.896,6.346,2.727,1.342,2.258,1.644
2024-07-03 15:44:13.300215,5.253,1.833,1.429,0.713,0.553,4.336,1.492,2.129,1.462,0.893,2.803,1.975,0.742,0.507,0.265,3.468,1.235,0.736,0.848,0.596,1.489,0.563,1.882,2.169,1.74,1.015,0.342,0.623,0.46,0.289,1.149,0.594,0.931,0.427,0.344,1.327,1.861,0.849,0.882,0.525,2.193,2.413,2.662,2.103,0.921,2.524,2.562,3.549,2.128,1.52,3.841,2.086,1.884,1.505,0.87,4.553,2.693,1.219,1.11,0.457,5.363,3.313,3.175,3.082,1.897,6.736,2.505,1.457,2.287,1.455
2024-07-03 15:44:13.435652,6.049,1.67,1.525,0.769,0.519,4.847,1.291,2.001,1.38,0.807,2.89,1.686,0.786,0.427,0.258,4.099,1.088,0.873,0.973,0.567,1.698,0.575,1.944,1.905,1.697,1.225,0.395,0.639,0.432,0.314,1.204,0.537,1.004,0.494,0.431,1.259,1.599,0.875,0.897,0.569,2.617,2.512,2.742,1.952,0.983,2.542,2.409,3.634,1.722,1.442,3.85,1.804,1.738,1.402,0.788,4.473,2.282,1.226,1.006,0.434,5.344,2.835,3.015,2.936,1.886,7.111,2.106,1.659,2.379,1.343
2024-07-03 15:44:13.574129,6.313,1.611,1.692,0.925,0.51,5.041,1.196,1.955,1.341,0.732,2.896,1.427,0.861,0.375,0.264,4.396,1.005,1.077,1.133,0.566,1.802,0.598,1.837,1.753,1.651,1.337,0.43,0.67,0.44,0.343,1.167,0.49,1.061,0.606,0.527,1.11,1.451,0.942,0.937,0.603,2.794,2.513,2.913,1.962,1.064,2.427,2.226,3.856,1.47,1.382,3.723,1.566,1.833,1.359,0.73,4.138,1.834,1.365,0.94,0.421,5.131,2.239,2.975,2.797,1.906,7.121,1.676,1.895,2.501,1.327
